"customer_id","outage_sec_week","yrly_equip_failure","timely_replacements"
"F523785","11.37766","Yes",4
"P142472","11.37858","Yes",2
"H549933","11.37883","No",3
"W488390","11.37971","No",2
"S199884","11.38017","No",3
"S372424","11.382","No",2
"B264341","11.38306511","No",3
"K400482","11.38322","No",4
"F544673","11.38546","Yes",5
"S268098","11.38611","No",4
"V740990","11.38646956","Yes",4
"V334521","11.38655","No",4
"Z470192","11.38673","Yes",5
"N731402","11.3868","No",3
"M720169","11.38860234","No",2
"Q38182","11.38954","No",4
"C383894","11.38973","No",3
"J850258","11.38973","Yes",2
"Q917876","11.38978","Yes",4
"G382072","11.39258","No",3
"C670730","11.39269","No",3
"Y148562","11.39353","Yes",3
"R720761","11.39425","No",4
"O329801","11.3974","No",3
"Z245249","11.39765385","Yes",3
"U875156","11.39904","No",3
"A947132","11.39908","No",5
"V686523","11.40089","No",4
"H683813","11.40109","No",3
"S322375","11.4017","No",4
"N811620","11.40209","No",4
"U307619","11.40316","No",2
"H221146","11.40334","No",4
"R26748","11.40338","Yes",2
"C666897","11.40364","No",2
"C695447","11.40449185","No",3
"Z830387","11.40578","No",3
"P802061","11.40682","No",3
"J466016","11.40933","No",3
"O983275","11.41099","No",3
"G415738","11.4115","No",3
"R472225","11.41157","Yes",3
"N940846","11.4116","No",2
"R91007","11.41187","No",3
"P322668","11.41193","Yes",4
"I534222","11.41217","No",3
"L388163","11.41366","No",1
"X972156","11.41399094","No",2
"F58625","11.41416","Yes",4
"P91417","11.41456","Yes",2
"S28437","11.4166","No",4
"U33762","11.41693893","No",4
"G278278","11.41706","No",5
"C525794","11.41757633","No",3
"B133081","11.41893","No",5
"N55092","11.41912","No",3
"Z574073","11.41922534","No",4
"L277341","11.41985","No",3
"X959290","11.42202","No",4
"I41510","11.42327","No",4
"A541966","11.42331","No",4
"L901863","11.42347","No",4
"M539051","11.42361","No",4
"O65325","11.42866","Yes",4
"X675253","11.42897436","No",2
"W28971","11.42905","No",4
"F789317","11.42906","Yes",4
"X711438","11.42906608","No",3
"J75757","11.43078","Yes",3
"V162258","11.43130499","No",5
"E734784","11.43176","No",4
"S557168","11.43191","Yes",5
"G325351","11.43322","No",4
"Q186415","11.43356","No",5
"Y251641","11.43391","Yes",4
"C753779","11.43541645","No",2
"E547215","11.43549","Yes",3
"N220947","11.43603","No",3
"E95831","11.43714","Yes",1
"L693606","11.43786808","Yes",4
"Q608767","11.43794","No",4
"F977509","11.43863","No",3
"F409116","11.43976","No",3
"I362734","11.44018","Yes",4
"B739624","11.44104","Yes",4
"C915618","11.44113","No",3
"D266802","11.44144","Yes",4
"I50381","11.44228","No",3
"W166540","11.44246","Yes",3
"F514518","11.44366","No",2
"M260956","11.44484","No",4
"F270670","11.44544","Yes",2
"A745374","11.44655577","No",4
"C101444","11.4487514","Yes",4
"M669725","11.44896","Yes",4
"E324070","11.4493","No",3
"P613936","11.44953763","No",3
"T212690","11.44963","No",2
"W427020","11.45158","No",4
"K544594","11.45201","No",3
"D687119","11.45306","No",3
"J141371","11.45584","No",2
"X658080","11.4564","No",3
"T545830","11.46155","No",4
"J241242","11.46299","No",5
"J869368","11.46370907","No",5
"F286585","11.46459","Yes",4
"K545983","11.46498","No",3
"Z264704","11.46614","No",1
"G18578","11.4665","No",3
"A124923","11.46896","No",4
"E332398","11.46918","No",3
"V283441","11.46998","No",2
"O916460","11.47009","No",2
"I854440","11.4707","Yes",3
"M106741","11.47074","No",3
"X973139","11.47175","Yes",3
"E72263","11.47314","Yes",4
"S264134","11.47442","No",5
"Z113624","11.47448","No",4
"I642753","11.47451","Yes",3
"E832576","11.47612243","No",3
"T161115","11.47664","No",3
"Z648852","11.47772","No",3
"O410610","11.47946","No",3
"M723914","11.47978","Yes",4
"Y747047","11.48014","No",3
"Y295853","11.48109","No",3
"G966744","11.48171","Yes",4
"E799040","11.48341","Yes",6
"J963716","11.48473","No",3
"U544678","11.48746","No",4
"D891692","11.48758","No",3
"I84671","11.48824","No",3
"Y309014","11.4883","No",5
"B677068","11.49056","Yes",5
"U840079","11.49116","No",3
"T09327","11.49192","No",6
"B749266","11.4928","No",3
"S169323","11.49389","Yes",4
"X137188","11.49427","Yes",4
"R628814","11.49429","Yes",4
"Y723052","11.49632","No",3
"Z968343","11.50669","No",2
"B447151","11.50735","Yes",5
"J234094","11.50744","No",3
"T913039","11.51007","No",5
"L927632","11.51231","Yes",4
"J902839","11.51282","No",5
"K260487","11.51296","No",3
"Z656999","11.51328","No",3
"H33347","11.51417","No",3
"N464571","11.51565844","No",3
"G705750","11.5167","Yes",3
"U32685","11.51699","No",4
"S197462","11.51744058","Yes",2
"F437041","11.51957","No",3
"R658797","11.51984","No",4
"E822965","11.52103","No",5
"S342275","11.52123","No",4
"P141322","11.52287","No",3
"V79432","11.52428","Yes",2
"Q748629","11.52469","No",3
"C468489","11.52485","Yes",1
"M458617","11.52532","No",3
"Q83387","11.52597","No",5
"M232523","11.52687","No",4
"E814583","11.52769","No",4
"L97798","11.52973","No",2
"Q632278","11.52986","No",2
"K158145","11.53135","Yes",3
"N772001","11.5315","No",4
"B225668","11.53278","Yes",4
"D672232","11.53388751","Yes",6
"X584915","11.53912","No",3
"Q416534","11.53924648","No",2
"Z112267","11.54034","No",3
"U858751","11.54196","No",4
"N794031","11.54198689","No",4
"R699182","11.54247891","No",4
"P230270","11.54422","No",4
"L27213","11.54518","No",3
"L156274","11.5455462","No",1
"T222357","11.54768","Yes",1
"A166877","11.54779","No",5
"C160792","11.54934","Yes",4
"Y568846","11.55209722","No",2
"Z703146","11.55215","No",2
"B300786","11.55219","No",4
"D171933","11.55236","Yes",4
"C62438","11.55394954","Yes",4
"T691997","11.55469","No",5
"E926120","11.55503","No",3
"L702595","11.55533","No",3
"R471623","11.55554","No",4
"J745220","11.55712","Yes",3
"Y13248","11.55719","No",5
"F782647","11.55733","No",5
"U332690","11.55756","No",4
"Z367497","11.55879323","Yes",4
"U236179","11.55985","No",2
"F900891","11.56147327","No",4
"H63433","11.56322","No",3
"Q644455","11.56473","No",4
"H707643","11.56647","No",4
"P945462","11.56648","No",3
"U372337","11.56658","No",5
"Q705427","11.56674","Yes",4
"V424932","11.56957","Yes",4
"K167525","11.56996","Yes",3
"I299891","11.57025","Yes",4
"B920374","11.57345","No",4
"Y285316","11.57381","No",2
"U775543","11.5752","No",4
"B745310","11.57551","No",3
"N131545","11.57554015","No",5
"U13490","11.57569","Yes",5
"M559025","11.57607855","Yes",2
"H980247","11.57637613","Yes",4
"R905881","11.57698","No",2
"A951002","11.58005","No",3
"W397694","11.58061","No",2
"I740777","11.58123","No",4
"J878701","11.58210776","No",4
"Z216550","11.58268","No",3
"U935536","11.58313","No",3
"X904034","11.58410296","Yes",2
"V231505","11.58496","No",5
"O506037","11.58551","No",4
"D349937","11.58713","Yes",4
"X460024","11.58716","No",3
"R882445","11.58885","No",3
"P245137","11.5891","Yes",2
"R75508","11.58921","No",3
"C359732","11.58924","No",3
"N286764","11.59084","No",6
"B340121","11.59205","No",4
"W01140","11.59313","No",5
"W258972","11.59313893","Yes",3
"C400987","11.59418","No",2
"P121501","11.5956","No",3
"F364684","11.59568","No",6
"Z280135","11.5963","No",2
"D952319","11.59767","No",4
"U391523","11.59798","Yes",4
"V161009","11.60075","Yes",4
"Z274952","11.60110678","Yes",3
"C398142","11.60381433","No",4
"I636533","11.6041258","No",4
"C221288","11.6043","No",2
"G126132","11.60439","No",3
"T538580","11.6058","No",5
"S696170","11.60655","No",4
"L680236","11.60691","No",4
"D480755","11.60977","Yes",1
"K501124","11.60999","Yes",2
"X94562","11.61045","Yes",4
"R866150","11.61185","No",4
"E444344","11.6119","No",4
"P351495","11.61223","Yes",5
"S768162","11.61228","No",5
"F530804","11.61234","No",2
"N774071","11.6124","No",4
"L386634","11.61319","No",4
"F934616","11.61411","Yes",2
"S731503","11.61504","No",1
"P911138","11.61603945","No",5
"X31491","11.6179","No",4
"H984949","11.61846","No",3
"F531400","11.6213","No",4
"U405731","11.62131427","No",5
"M200082","11.62322378","No",4
"O267434","11.62325","No",2
"D309783","11.62388139","No",2
"Z958847","11.62413","Yes",4
"S380569","11.62498","No",4
"T746316","11.62501","No",2
"W96676","11.62614","Yes",4
"K900916","11.6262","No",3
"X748009","11.62638","Yes",4
"C761863","11.62695","No",4
"F980573","11.62771397","No",4
"O220358","11.62995","Yes",4
"Y753053","11.63026","No",4
"O779572","11.63333","No",4
"J622479","11.63485","Yes",5
"T913744","11.63648","No",3
"A583737","11.63652","Yes",4
"F878212","11.63665","No",4
"I938194","11.63685","Yes",4
"E838812","11.63789","No",4
"Z122411","11.63792","Yes",2
"Z506472","11.63863","No",2
"Q352952","11.63888","No",3
"D404497","11.64047","Yes",2
"B263360","11.64063","No",4
"R235433","11.64064","No",3
"E338308","11.64092","No",5
"S527871","11.64143982","No",2
"Z693235","11.64173568","No",3
"M980625","11.6424418","No",4
"T590890","11.64392","No",4
"J883265","11.6443975","Yes",2
"S112967","11.64449","Yes",4
"D676040","11.64528","Yes",3
"A981600","11.64537","No",4
"H338128","11.64544","No",4
"V122687","11.64621","Yes",3
"Q385070","11.64702","Yes",5
"T902912","11.64764999","Yes",5
"J908654","11.64795","No",2
"S136858","11.64836306","Yes",5
"M795444","11.64845286","Yes",3
"T130709","11.64938","No",5
"R532468","11.64985","No",1
"L129473","11.65083","No",6
"H01215","11.65151","No",4
"U258018","11.65276","No",4
"M68775","11.6564","No",4
"Y34712","11.65731","Yes",3
"E918150","11.65736","No",5
"J741530","11.6577","No",2
"A833360","11.65773","No",3
"F520698","11.65895","No",4
"K269027","11.66217","No",3
"R346421","11.66266603","No",4
"H490984","11.66278135","No",3
"V350068","11.66628","No",4
"P720243","11.66727","No",5
"W926430","11.66757","No",3
"H368190","11.66849","No",4
"L145038","11.6689","No",2
"A985460","11.66965","No",2
"Q103481","11.66989","No",3
"P228431","11.6702","No",3
"P988126","11.67122","No",2
"Z04690","11.67139","Yes",6
"E08758","11.67333","No",3
"F288388","11.67478","No",3
"S146198","11.67521","No",3
"D477172","11.67546","No",4
"T871243","11.67791","No",3
"G598131","11.67884","No",4
"N476269","11.68162","No",2
"E237684","11.6817","No",4
"C504568","11.68265","No",4
"F761138","11.68326","No",4
"S212602","11.68358","No",3
"O599935","11.68828","No",3
"Z757096","11.68917","Yes",4
"I86147","11.69011","Yes",5
"D501659","11.69295","No",4
"K547307","11.69401","No",2
"P361045","11.69477","Yes",4
"P692149","11.69507","No",2
"Q706777","11.69593","No",3
"J951737","11.69747","No",4
"W933344","11.69753","No",4
"H02721","11.69866136","Yes",4
"G581130","11.69889","Yes",2
"S120509","11.69907956","Yes",3
"Z578943","11.69911","No",4
"N870407","11.69924","Yes",4
"F950195","11.70068","Yes",2
"P892051","11.70304454","Yes",4
"A849397","11.70344","Yes",4
"B782212","11.70459","No",4
"P454810","11.70582668","No",4
"Q154549","11.70586","Yes",4
"J04479","11.70669","Yes",5
"F471155","11.70709","No",6
"K175104","11.7079","Yes",4
"T110507","11.7083","No",4
"R640213","11.71123","No",4
"U07639","11.71127","No",2
"Q924752","11.71253","No",3
"C36783","11.71311","Yes",4
"E994144","11.71373","No",4
"K797257","11.71374732","Yes",2
"Q474525","11.71392","No",2
"E433157","11.71395","Yes",2
"Y643021","11.71398312","Yes",3
"Q61554","11.71602","No",4
"A05946","11.71658","Yes",3
"T966251","11.71667","No",5
"T465359","11.71731","Yes",3
"P54060","11.7174619","No",3
"Y595352","11.71773291","No",4
"G390885","11.72006175","No",4
"T156561","11.72237","No",2
"K119215","11.72281518","No",3
"S06268","11.72310409","No",4
"U369496","11.72362557","No",3
"D555568","11.72484","No",1
"M898890","11.7274","No",4
"Z996577","11.72749","No",5
"C230057","11.7278","Yes",4
"W719857","11.72837","Yes",4
"U721877","11.72865495","No",3
"M836360","11.73","No",2
"L589688","11.73060772","Yes",4
"R140169","11.73134","No",4
"N871301","11.7318828","No",2
"D655990","11.7323","No",5
"V137712","11.73306","No",3
"U380766","11.73432","No",3
"N151673","11.73569","Yes",3
"B94067","11.73621","No",4
"G30274","11.73824","No",2
"G336446","11.73898","No",4
"O214486","11.73921","No",2
"J37919","11.73944","No",3
"G329032","11.73966","No",5
"Z147347","11.741245","No",3
"B562858","11.74163","Yes",5
"H544748","11.74543","No",2
"N945334","11.74644","No",4
"Q903534","11.74663","Yes",2
"O667890","11.7468","Yes",5
"X392676","11.74732","No",4
"M613995","11.74755","Yes",1
"J12843","11.74759925","No",4
"X147999","11.74908","No",2
"T27322","11.74964","No",2
"J168263","11.75049","No",2
"D86641","11.75093","Yes",5
"A561114","11.75171","Yes",4
"N523135","11.75222","Yes",3
"O179523","11.75305","No",3
"F46928","11.75314","No",2
"W552884","11.75442","No",3
"T38070","11.75472","No",3
"U700981","11.75681641","No",2
"V21751","11.75848","No",2
"B179311","11.75929","Yes",4
"J966544","11.75992","No",4
"O555493","11.76045","Yes",6
"L90702","11.76058","No",3
"E529202","11.7614","Yes",3
"R437917","11.76153","No",5
"M524407","11.76163","Yes",3
"Z840760","11.76173","Yes",4
"K830298","11.76236","Yes",2
"V133527","11.76257","No",2
"Z962291","11.76289","No",4
"Q567451","11.76312","Yes",3
"G427544","11.76568434","No",3
"Z867528","11.76569","Yes",4
"L466451","11.76632","Yes",2
"P685158","11.7674","No",3
"L916753","11.76887","No",5
"Z272227","11.76937","No",4
"Z399108","11.7697","No",1
"P704448","11.7725","No",4
"K351100","11.77268","No",4
"Q120783","11.77357","Yes",3
"Y618443","11.77423","No",3
"V968708","11.77549","No",6
"Z353889","11.77618","No",3
"R703450","11.77623","No",3
"X196120","11.77649","No",2
"X167846","11.77757","No",5
"D39869","11.77757836","Yes",4
"F494529","11.78093","No",4
"V473732","11.78195","No",3
"Q453288","11.78232","No",5
"Y472740","11.78286","No",2
"X744657","11.78479","No",3
"P139155","11.78497","No",4
"W18766","11.78548","No",4
"J21342","11.78588","Yes",3
"K473134","11.78679636","No",3
"W619405","11.78919","No",4
"N42375","11.78952","Yes",5
"P536859","11.79012709","No",3
"Q550105","11.79061","Yes",4
"H68068","11.79073041","No",3
"J348423","11.7914","No",3
"U924025","11.79283","No",5
"Z940031","11.793","Yes",6
"L682106","11.79419","No",3
"V634698","11.79444395","No",3
"R105246","11.79632","No",5
"U724245","11.80588","No",5
"S859045","11.80636108","No",3
"K320034","11.80699","Yes",2
"C72437","11.80835","No",3
"C834823","11.80935","No",3
"Y274817","11.80986","No",3
"L973953","11.80989","No",5
"W631017","11.81019","Yes",3
"V350641","11.81175528","No",3
"C93992","11.8131","Yes",3
"D292974","11.81333","Yes",4
"F681575","11.81524","Yes",5
"U71984","11.81668","Yes",5
"R851367","11.81880212","Yes",3
"K218632","11.81917","No",4
"G355289","11.81952","No",6
"O94903","11.82011","No",5
"P914552","11.82086","No",4
"G470750","11.82086","Yes",4
"C909763","11.82514","Yes",2
"F801032","11.82647","No",2
"A466183","11.82742","No",5
"H728463","11.82811","Yes",3
"P62772","11.82876","Yes",3
"V471727","11.82888","No",3
"S981645","11.8295","No",4
"Q941225","11.82966","Yes",3
"X37445","11.83057","No",3
"X240332","11.8323","No",5
"C35778","11.8337","No",4
"U55456","11.8343","No",4
"Q617390","11.83848","No",3
"G271409","11.83935","Yes",3
"P450130","11.83986","Yes",3
"K145675","11.84008","No",2
"N406535","11.84035","No",3
"R655332","11.84221","No",5
"R593883","11.84312","Yes",3
"X481087","11.84544","Yes",2
"U201713","11.84623","Yes",4
"Z726484","11.84641","No",4
"E748050","11.84676","Yes",2
"X52552","11.84692","Yes",4
"Y934084","11.84765","No",5
"H982084","11.84814","No",3
"X607820","11.8484","No",3
"Q64947","11.85073","Yes",3
"R624962","11.85313615","Yes",4
"H759440","11.8535","Yes",4
"B442664","11.85362","No",4
"D47888","11.85413528","No",4
"C552632","11.85505","No",4
"W187424","11.85962","No",3
"R577652","11.86028","No",2
"G485481","11.86197","No",4
"B564637","11.86282","No",5
"B949126","11.86384439","No",5
"T886343","11.86445","No",4
"C421363","11.86458","Yes",4
"A993007","11.86527","No",3
"C557593","11.86573","Yes",4
"J614079","11.86638","No",6
"E705447","11.86676","No",5
"J237221","11.86711","No",3
"A273885","11.86714","No",2
"Z94519","11.86882","No",4
"N800767","11.87042081","No",4
"B442835","11.87073","No",4
"A854984","11.87094","Yes",3
"M12370","11.8722","No",4
"Y479211","11.87237678","No",3
"Z808035","11.87416","Yes",4
"G217247","11.87438","No",3
"P754286","11.87557","Yes",4
"K874544","11.87571","Yes",4
"Y50015","11.8759","Yes",3
"L628907","11.87689","Yes",4
"L984058","11.87926178","No",4
"R257036","11.88224","No",3
"L639744","11.88241","Yes",3
"B528928","11.88396","Yes",6
"K879725","11.88471","No",4
"S883911","11.88565","No",6
"S300408","11.8857","Yes",1
"E678852","11.88584","No",3
"B424726","11.88644","Yes",4
"A912671","11.88831901","No",3
"G248257","11.89135","Yes",3
"U231980","11.89241","No",6
"Z90333","11.89332","No",3
"C530000","11.89461","No",4
"Y162835","11.89701","Yes",4
"W286326","11.89732","Yes",3
"Y379256","11.89774","No",4
"N140958","11.89907","No",4
"T657677","11.9","No",4
"T541594","11.90071","No",4
"X486785","11.90094641","No",4
"Q408580","11.90146","No",4
"W574179","11.90156254","No",5
"X423883","11.90177","No",2
"O865208","11.90177","No",4
"B541034","11.90199","Yes",2
"H63784","11.90247","No",4
"T496778","11.90278","Yes",5
"T34700","11.90561","No",2
"O890607","11.90577","No",2
"Z987566","11.90673","No",4
"Z94888","11.90764","Yes",4
"J468895","11.90848","Yes",2
"V150452","11.9086306","No",4
"F24321","11.90936","No",4
"Z993409","11.90975","No",5
"D633161","11.91191765","No",2
"Y474491","11.91227","No",3
"T666759","11.913","No",3
"G161967","11.91416","No",3
"N795132","11.91525643","Yes",3
"E641527","11.91664","Yes",3
"U657488","11.91761523","No",4
"F396974","11.91801","Yes",4
"D287693","11.91904","No",4
"Y497571","11.91924","No",3
"T653531","11.91957","No",4
"C219042","11.92268","No",5
"K691390","11.92649","Yes",2
"T994346","11.92666547","No",2
"T626833","11.92715","No",2
"S900746","11.92718","No",3
"Q491027","11.92776","No",3
"W709340","11.92901","No",4
"S428715","11.93019","Yes",5
"Q420732","11.9302","No",3
"L694022","11.93102","No",3
"U466642","11.93348","No",3
"W471235","11.93376","Yes",4
"T768979","11.93453","No",4
"S524938","11.93472","No",3
"F552446","11.93478","No",3
"L933769","11.93872","No",2
"B308070","11.93951737","No",5
"D483202","11.94078","No",5
"G472732","11.94333","Yes",3
"J260529","11.94572","Yes",5
"V491453","11.94581","No",3
"N543253","11.9465","No",2
"F882723","11.94654","No",5
"G132105","11.94875","Yes",4
"V996819","11.94896","No",2
"R496936","11.95007","No",4
"I728035","11.9505","No",3
"L32467","11.95052","Yes",5
"C656833","11.95077","No",4
"M545162","11.95206054","Yes",5
"Z174876","11.95284","No",3
"A943825","11.95403555","No",3
"N16219","11.9543","Yes",4
"S102431","11.95533","No",3
"Z105647","11.95593","Yes",3
"K729511","11.95606","No",3
"G642581","11.95636","No",3
"V615478","11.95689175","No",2
"Y904957","11.9571","No",2
"V677765","11.9576","No",4
"W193636","11.95891","No",4
"E683240","11.96023","Yes",5
"F719405","11.96125","No",3
"Z269213","11.96174","Yes",5
"A687783","11.96338","No",2
"D96885","11.96519","Yes",3
"A224472","11.96522","No",5
"L229402","11.9664542","No",4
"Y430845","11.96892","No",2
"B846728","11.97118","No",3
"R556050","11.97165632","No",3
"V157744","11.97204","No",3
"A547802","11.97456051","Yes",2
"P222800","11.9755","No",5
"T164384","11.97665938","No",4
"M48854","11.97677","No",4
"M442583","11.97729","No",4
"W916243","11.97978","No",2
"F259824","11.98003","No",2
"Z349603","11.98080538","No",6
"F921697","11.98099579","No",6
"N367887","11.9811","No",3
"O292800","11.98166","Yes",4
"W780451","11.98224","No",2
"E739674","11.98229","No",3
"M38833","11.98282","No",5
"G761865","11.98305","Yes",4
"E587771","11.98321","No",3
"V600500","11.98358","Yes",2
"Q610513","11.98417084","Yes",3
"F172554","11.98448","No",3
"E367250","11.98454","No",5
"W612241","11.98468923","No",4
"W735202","11.98659","No",5
"R949574","11.98742","No",3
"S66272","11.98767","Yes",2
"U407050","11.98809409","Yes",3
"R145875","11.98918","Yes",3
"J547555","11.99013","Yes",4
"O985470","11.99123","No",6
"Y953374","11.99198","No",4
"X599782","11.99276","Yes",4
"W773815","11.99308","No",4
"Q588597","11.99407","No",3
"P116447","11.99485","No",4
"R726654","11.99626","Yes",2
"Q917311","12.00063","Yes",2
"Z29904","12.0016","Yes",3
"K798028","12.00248","Yes",3
"Q491662","12.00279","No",5
"Y537252","12.0039","No",2
"L405130","12.00434","Yes",3
"P670407","12.00707872","No",4
"Z608194","12.00753","Yes",3
"R216803","12.01013","Yes",5
"P997581","12.01031","No",4
"F97446","12.01067","No",3
"S438448","12.01205","Yes",4
"N279711","12.01267388","No",5
"R462414","12.01335","No",2
"U135613","12.01345","No",3
"N845609","12.01441","Yes",3
"Y979093","12.01473007","Yes",2
"T260778","12.01569","Yes",2
"Z239104","12.01598","Yes",5
"G706993","12.017333","Yes",3
"N769210","12.01782","No",4
"G991685","12.01856","Yes",4
"I133946","12.01958","No",4
"I593263","12.02012","No",4
"X376072","12.02079888","No",5
"F876097","12.02191","No",5
"C612366","12.02212","No",5
"B619322","12.0222","No",3
"M105252","12.02259","Yes",4
"A384618","12.02273","Yes",3
"R164095","12.02476736","No",5
"G27660","12.02547979","No",3
"R310574","12.02785","No",3
"R776311","12.0281501","No",1
"H813670","12.02949","Yes",3
"H262649","12.03043","No",4
"B129670","12.03055","Yes",4
"T446100","12.03070714","No",3
"L248822","12.03124","No",3
"R611870","12.03137","Yes",3
"C271341","12.03334","No",5
"T188581","12.03362399","No",2
"Y952292","12.03501573","No",5
"R711547","12.03535","Yes",2
"U929313","12.0364","Yes",2
"A593331","12.03702","Yes",2
"A48668","12.03825","Yes",3
"U738468","12.03852","No",4
"G372009","12.04083843","No",2
"M250217","12.04113","No",4
"P288893","12.04308","No",4
"S612810","12.04554874","No",4
"U344970","12.04636","No",3
"W541383","12.04946","No",2
"K71802","12.05053","Yes",3
"O720597","12.05332","No",4
"W868599","12.05531","No",4
"K838892","12.05681","No",4
"O649096","12.05686","No",2
"E362042","12.05761","No",4
"X108318","12.05866555","No",4
"V250371","12.05972869","No",4
"Z189601","12.05975","No",5
"H901574","12.06092","No",4
"W872847","12.06193","No",3
"J58007","12.06297","Yes",2
"E135974","12.06425","No",4
"K679356","12.06469","Yes",4
"U168359","12.06529","No",3
"T545859","12.06559","Yes",4
"B378434","12.06638","No",4
"M268103","12.06657","No",4
"S835724","12.06772","Yes",4
"Z709934","12.06821","No",4
"E862109","12.06831191","Yes",3
"X325271","12.06889188","Yes",3
"F175070","12.07096","Yes",3
"I31591","12.07096717","No",3
"I641617","12.07191","No",4
"S332430","12.07226102","No",4
"J415670","12.07552","No",5
"U794072","12.07558","No",2
"C632765","12.0758","No",2
"Z281810","12.07594948","No",4
"D634003","12.07642","Yes",4
"J268204","12.0769","No",3
"F908532","12.0772854","Yes",3
"Q668333","12.07745494","Yes",3
"S769641","12.0778957","No",4
"D604002","12.07896744","No",2
"F953442","12.08205854","No",2
"B891472","12.08255","Yes",5
"E705949","12.08421","No",3
"P40019","12.08713","Yes",3
"T74722","12.08731","No",3
"Q985270","12.08807","Yes",4
"R338627","12.08833226","No",4
"C671723","12.08935","Yes",2
"A223123","12.09114","No",3
"U31820","12.09121","No",4
"I297007","12.09225","No",3
"E709997","12.09291","Yes",6
"R486479","12.09357","No",2
"M905762","12.09365","No",5
"E507994","12.09389","No",5
"T273833","12.09466","Yes",4
"V352534","12.09619","Yes",4
"O652445","12.09846","Yes",5
"G730072","12.099","No",2
"M697338","12.1002","No",5
"G214970","12.10189","No",3
"R889523","12.10227","Yes",5
"O816845","12.10243","No",2
"E777441","12.10251179","Yes",5
"I665838","12.10286","No",3
"D76513","12.10338","No",4
"W347019","12.10369","No",3
"Z960003","12.10445","No",4
"M547275","12.10548","Yes",2
"G525533","12.10598","No",4
"J881798","12.10602","Yes",4
"T137854","12.10676","No",4
"B921858","12.10685","Yes",2
"Y140735","12.1069","No",2
"M251105","12.10717","Yes",5
"S615734","12.10748","No",5
"P417515","12.10772","No",2
"F853511","12.10813","No",2
"G948882","12.10865222","No",3
"F303016","12.10925","No",2
"P974421","12.11043","No",1
"D754301","12.11202","No",2
"S428583","12.11232","Yes",4
"I196323","12.11561244","No",3
"Y833178","12.11645","No",2
"Y289549","12.11743","No",3
"S509582","12.11791408","No",3
"Z74524","12.1183","Yes",3
"S982704","12.12014","No",2
"X637060","12.12132","Yes",5
"V183873","12.12132108","No",3
"T107292","12.12235","No",2
"X808609","12.12353","No",3
"F489040","12.12404","No",4
"V807781","12.1242","Yes",3
"H233450","12.1247","Yes",2
"T326046","12.1254","No",5
"Q348233","12.12624","No",3
"W365170","12.12826","No",3
"P859987","12.12987","No",4
"U301898","12.13147","No",3
"V607314","12.13152","No",2
"B360850","12.13201","No",3
"X310755","12.13223","No",5
"I212572","12.13357","No",3
"R447088","12.13409749","No",3
"C618119","12.13544","Yes",4
"P327630","12.13559132","Yes",2
"J964772","12.1362412","Yes",5
"R818123","12.13656325","Yes",5
"I873687","12.13663","No",4
"G417957","12.13702885","No",4
"X940165","12.13843","Yes",4
"V423542","12.13849","No",3
"S258368","12.13919","Yes",3
"C373743","12.13928","No",5
"N823455","12.14009","No",5
"J159507","12.14053","No",3
"G973898","12.14372","No",5
"K557225","12.14493","Yes",4
"W415781","12.1464948","No",4
"P854609","12.14678","No",5
"E558257","12.1474","No",3
"B950623","12.14774","No",5
"B323829","12.14893118","No",4
"E385207","12.14896261","Yes",4
"V330988","12.15027","Yes",3
"S610382","12.15104","Yes",5
"K810820","12.15309","No",3
"B585942","12.15458","No",4
"I12585","12.15506","Yes",2
"N472279","12.15570061","No",1
"H626146","12.15902","No",3
"N754270","12.15921","No",3
"A458941","12.16038","Yes",4
"U608044","12.16211","No",4
"I257218","12.16235","No",4
"T508881","12.16368","No",4
"M737953","12.16386","Yes",2
"H339217","12.16455","Yes",2
"R492326","12.16474","Yes",2
"P677744","12.1649","No",3
"H674623","12.16532","Yes",3
"V598235","12.16623","No",3
"G902299","12.1663565","Yes",3
"A267630","12.16638","No",3
"K681982","12.16826675","No",5
"G627048","12.1699","No",4
"Y56153","12.17182137","No",3
"K541481","12.17226","No",4
"S100728","12.17266","Yes",4
"Z628420","12.17307","No",3
"H557046","12.17482","Yes",4
"U913257","12.17483","No",4
"S457891","12.17617","No",5
"W847233","12.17642","Yes",5
"L913375","12.17679","No",4
"W337859","12.1769","No",4
"F35398","12.17705","No",5
"H220280","12.17826323","Yes",3
"C548406","12.18052","Yes",3
"I580698","12.18144","Yes",4
"P770229","12.18282","No",4
"V189914","12.18386","No",4
"G04810","12.18553","No",4
"E148039","12.1859369","No",3
"Q642279","12.18608","No",4
"M492002","12.18643","Yes",3
"T369873","12.18665298","Yes",4
"M632305","12.1873","No",5
"K516166","12.18807","No",4
"M630121","12.189","Yes",3
"W974839","12.18916","No",4
"W449612","12.18916","No",5
"X664054","12.19054","No",3
"W436782","12.19116","Yes",2
"A652407","12.19131","No",3
"C540743","12.19182","Yes",4
"B310750","12.19296315","Yes",4
"Y963009","12.19485","Yes",6
"E576261","12.19579","No",3
"P493147","12.19720019","No",4
"B506027","12.19855","No",4
"U27325","12.1986895","No",2
"J687394","12.19992","No",5
"X120078","12.20018","Yes",3
"Y953871","12.20023","No",3
"S322948","12.2004","Yes",3
"C324392","12.20093","No",3
"X61484","12.20196178","No",4
"G798762","12.20292","Yes",4
"Q150878","12.20313","No",1
"N64740","12.20515","Yes",2
